0: 453,523,636,629,17,50
328: 330,243,175,609,563,189
329: 748,648,135,43,152,708,248
330: 243,328,469,787,189,23
331: 247,21,591,501,563
332: 56,222,789,269,750,152,556,46,686
333: 706,295,776,124,231,462,757
334: 15,358,732,571,495,150,637
335: 397,255,116,577,44,632
336: 535,494,506,27,340,678,426
337: 650,253,387,304,679,630
338: 367,404,742,349,437,465,13
339: 408,244,500,562,550,725
340: 27,650,678,590,559,336
341: 372,259,78,703
342: 352,12,697,783,40,596
343: 384,59,538,482,765,647
344: 467,53,391,773,610,290
345: 11,429,504,235,661,261
346: 51,438,145,233,165,462
347: 511,370,689,22,138
348: 597,543,37,613,317,234,478
349: 599,437,681,338,702,13
350: 449,631,751,291,240
351: 85,216,111,377,753,249
352: 342,12,783,40,140,422
353: 434,77,518,406,72,755
354: 132,83,30,18,282,490
355: 680,512,86,163,695,53
356: 113,138,534,684,22
357: 603,61,699,531,376,154,31
358: 215,334,15,732,398,786,112,583,495
359: 301,428,762,649,48,441,176
360: 308,526,581,96,74,536
361: 192,558,203,764
362: 461,71,202
363: 319,447,158,300,505,41
364: 493,155,611,413,496,761,792
365: 560,245,178,287,105,431,517
366: 668,367,643,84,574,201
367: 668,338,404,366,201,465
368: 64,284,620,655,286,121
369: 458,180,586,793,32,105,178
370: 347,511,138,200,186,327
371: 321,584,140,416,485,605,779,149
372: 341,259,703,659,513,250
373: 144,619,788,274,698,92
374: 453,729,50,740,662,298
375: 130,115,169,20,432,177
376: 531,791,190,44,544,357,61
377: 351,753,455,269,249,222
378: 32,106,769,272,585,191,547
379: 653,183,57,327,463,738
380: 276,24,722
381: 537,201,573,574,473,601
382: 664,185,87,468,500,550
383: 452,770,167,682,290,680,695
384: 343,538,145,65,765,239,438
385: 625,700,716,162,582,128,35,780,296
386: 475,768,251,291,240,731
387: 253,622,10,650,337,590
388: 594,70,216,730,728,136
389: 657,318,784,658,109,226,457
390: 427,585,712,156,666,241
391: 467,344,773,618,610,36,622,10
392: 540,121,64,533,188,587
393: 100,580,663,143,168,669
394: 625,700,77,173,755
395: 693,299
396: 172,744,42,766,133,285,431
397: 255,281,667,335,477,410,577
398: 285,431,517,786,279,112,215,358
399: 262,122,118,182,474,314
400: 602,665,503,76,711,497
401: 552,63,754,313,25
402: 322,553
403: 223,761,792,493,243,175
404: 668,367,338,662,742,734
405: 297,613,627,543,278,312
406: 753,72,455,518,353,85
407: 95,722,692,260,430
408: 339,244,500,280,446,26
409: 60,502,247,21
410: 477,728,136,45,284,397,667
411: 237,212,448,127,554
412: 302,746,255,281,470,782,466
413: 188,218,214,364,611,496
414: 184,670,254,454,644,141,148
415: 256,530,633,55
416: 371,584,165,565,51,605
417: 252,735
418: 430,607,139,323,8,326
419: 43,604,269,750,152
420: 156,433,114,444,220,225,508
421: 726,733,774
422: 658,109,779,140,352,12,161
423: 546,489,311,47,309
424: 646,11,228,235,199,639
425: 297,745,163,467,53,627
426: 146,27,268,756,336,506
427: 390,272,585,660,666,6
428: 762,359,305,26,739,58,176
429: 11,123,345,599,261,681
430: 260,607,418,692,8,407
431: 285,398,517,287,766,396,365
432: 62,20,472,224,130,375
433: 156,420,666,142,508,34
434: 224,717,77,518,353,130
435: 310,65,765,29,196,482
436: 521,154,279,112,635,75
437: 599,261,349,681,672,338,742,298
438: 239,51,346,145,384,538
439: 712,270,69,241,196
440: 588,767,727,294
441: 145,48,233,359,176,65
442: 636,592,9,571,758,150
443: 282,124,490,79,595,90
444: 114,151,97,220,420,508
445: 591,501,609,93
446: 568,170,305,280,408,26
447: 677,319,363,158,100,580,505
448: 237,212,411,568,688,714,301
449: 350,631,81,291,608
450: 709,626,187,794,642,527,676
451: 531,80,791,174,266,476
452: 770,167,383,575,257,236,682
453: 316,729,523,374,0,781,50,740
454: 702,13,644,67,141,414
455: 406,753,72,564,377,604,269
456: 480,37,98,621,86,317,120
457: 226,7,621,389,318,512
458: 369,180,236,586,793,178,103
459: 487,55,472,181,777,530
460: 214,533,782,45,281,667
461: 362,600,534,71,113,202
462: 165,231,333,776,233,51,346
463: 186,327,626,134,794,379,183
464: 747,513,697,131,250
465: 537,201,367,338,13
466: 155,611,324,470,412,302
467: 53,344,391,163,10,425,745
468: 654,94,87,102,104,664,382
469: 306,182,787,330,243,314
470: 782,281,412,611,466
471: 597,543,312,719,689,39
472: 487,459,777,62,432,224
473: 108,193,573,381,542,601
474: 526,258,399,262,28,314
475: 177,386,768,623,634,752,251
476: 118,790,80,451,174,707,266,204
477: 410,136,56,789,577,397,667
478: 234,684,37,348,597,22
479: 525,756,316,729,520,734
480: 685,326,37,456,98
481: 708,248,6,660,42,171,744
482: 343,435,765,29,106,647
483: 724,690,274,161,658,226
484: 283,159,315,197
485: 157,605,217,371,149,38
486: 749,714,649,301,696
487: 55,472,459
488: 639,492,570,616,778,320
489: 546,423,663,47,645,211
490: 282,443,18,774,354,595
491: 25,549,313,230
492: 639,488,778,277,322
493: 364,155,403,761,792,306,243
494: 535,519,336,678,278,624
495: 635,293,758,786,112,334,358,571
496: 548,223,761,792,218,413,364
497: 101,527,602,503,400,187
498: 598,545,119,231,757,565,628
499: 579,91,772,511,186,709,134
500: 408,339,382,280,185,550
501: 591,445,609,563,331
502: 409,60,207,21,710,775
503: 400,711,579,275,187,497
504: 551,288,661,41,261,345
505: 228,300,363,447,580,211
506: 535,336,52,426,146,704
507: 687,14,780,654,94,723
508: 142,114,444,16,420,433
509: 126,200,271,57
510: 142,209,16,529,564,604
511: 347,370,689,499,91,186
512: 355,680,86,695,318,457,621
513: 464,703,372,131
514: 273,82,292,210,638
515: 208,18,83
516: 525,589,195,592,316,523,781
517: 285,431,398,365,560,215
518: 434,353,130,115,406,85
519: 535,494,763,624,567,275,711
520: 643,146,479,756,668,734
521: 436,154,265,31,129,75
522: 17,325,238,158,288,41
523: 453,0,781,636,592,516
524: 721,73,608,229
525: 479,268,589,516,756,316,781
526: 308,474,258,581,360,262
527: 107,101,642,497,450,187
528: 614,720,87,723,14,151
529: 16,541,173,72,564,510
530: 162,633,415,55,459,181
531: 451,376,791,357,266,31
532: 566,771,582,267,128
533: 214,460,64,45,392,188
534: 234,684,600,139,461,113,356
535: 519,336,52,494,506,763
536: 96,308,360,325,641,319
537: 201,465,381,13,644,117,601,254
538: 384,343,59,239,438,19
539: 572,562,720,759,725,220,289,270,225
540: 246,561,392,121,587,66
541: 16,529,173,296,625,114
542: 117,315,601,159,193,473
543: 348,471,597,613,405,312
544: 44,686,556,190,61,376
545: 598,498,124,79,757
546: 423,489,645,277,322
547: 191,287,105,272,32,378
548: 496,223,218,160,693,299,718
549: 491,54,674,230
550: 614,562,382,87,339,500
551: 50,504,740,288,261,672
552: 63,401,25
553: 402,322,570,778
554: 713,208,252,212,411
555: 117,315,670,254,283
556: 748,190,152,332,544,46,686
557: 177,768,169,206,731
558: 361,192,166,107,642,203
559: 297,745,340,678,590,278
560: 365,245,517,221,583,215
561: 229,246,540,736,66
562: 572,614,550,725,539,339,244
563: 207,189,328,501,331,21
564: 72,455,529,510,604
565: 165,231,498,628,321,584,416
566: 88,532,771,673,94,128,687
567: 624,719,519,39,275,711
568: 170,305,446,688,237,448
569: 767,67,612,141,727,198
570: 488,778,553,320
571: 334,495,293,758,150,637,442
572: 614,562,720,759,539
573: 227,307,574,381,108,473,601
574: 227,573,84,366,201,381
575: 19,257,217,236,38,452,167
576: 788,232,640,683,274,619
577: 632,46,56,789,477,397,335
578: 32,647,59,180,793
579: 499,275,772,503,709,187
580: 100,663,393,447,505,211
581: 526,360,204,262,118,790,74
582: 162,267,532,128,385
583: 221,68,213,560,215,15,358
584: 371,321,140,416,565,605
585: 427,390,272,241,769,378
586: 458,369,236,245,178,103,219,651
587: 188,218,160,392,540,66
588: 440,294,148
589: 268,525,630,516,679,195
590: 650,340,387,10,745,559
591: 445,501,331
592: 636,442,150,617,195,516,523
593: 207,23,143,89,194
594: 206,240,70,731,388,216
595: 726,90,774,490,443
596: 292,210,747,697,342,615
597: 348,471,543,478,22
598: 498,545,659,119,79,259
599: 349,437,681,123,429,702,67
600: 260,607,139,534,71,461
601: 542,117,573,537,381,473
602: 665,400,307,101,497,108
603: 357,61,699,125,133,172
604: 43,419,269,564,455,510,209
605: 485,157,51,371,584,416
606: 292,131,747,303
607: 260,430,600,139,418,8
608: 524,721,449,631
609: 445,501,93,175,328
610: 103,618,682,219,290,344,391,773
611: 364,155,466,214,470,782,413
612: 569,727,198,715,760
613: 317,120,627,405,348,543
614: 572,562,550,528,720,87
615: 12,596,210,232,640,785
616: 488,646,198,320,760
617: 263,304,150,679,195,592
618: 610,219,213,391,773,36,622
619: 144,24,373,99,788,576,683
620: 284,368,70,655,751,728
621: 7,457,512,86,456,98
622: 253,36,387,153,10,618,391
623: 634,752,475
624: 278,312,567,719,519,494
625: 385,394,700,716,541,173,296
626: 450,134,794,463,183,676
627: 613,120,163,297,425,405
628: 783,40,498,119,565,321
629: 636,9,17,238,205,0
630: 268,589,679,27,650,337
631: 350,449,655,286,751,721,608
632: 577,44,46,686,335
633: 162,267,530,256,415
634: 623,20,475,177
635: 495,293,75,671,786,436,112
636: 592,442,9,629,523,0
637: 263,150,334,732,571
638: 273,514
639: 492,488,199,277,424,646
640: 232,576,12,615,274,161
641: 325,238,205,96,536,164
642: 107,527,450,203,676,558
643: 84,146,520,668,734,366
644: 702,454,13,537,414,254
645: 199,211,277,663,546,489
646: 424,198,11,639,616
647: 32,106,578,343,59,482,793
648: 748,190,329,708,61,125
649: 486,301,359,696,110,48
650: 27,340,337,590,253,387,630
651: 221,213,586,245,219
652: 96,74,164,129,75,671
653: 379,183,738
654: 94,87,723,468,507
655: 631,286,751,620,368
656: 263,304,68,15,732,153
657: 149,389,38,318,784,770,167
658: 422,109,389,161,483,226
659: 598,119,372,259,250
660: 427,272,481,6,42
661: 300,235,41,504,345
662: 668,404,742,734,298,729,374
663: 580,393,669,47,645,211,489
664: 382,185,754,104,87,468
665: 602,400,76,52,227,307
666: 156,433,34,427,390,6
667: 397,281,477,410,45,460
668: 367,404,662,734,366,643,520
669: 194,710,47,775,143,663,393
670: 184,414,254,555,283,179
671: 635,293,75,701,652,164
672: 261,437,551,740,298
673: 49,102,566,88,94,687
674: 54,735,127,549,675,230
675: 33,230,674,127,237,170
676: 203,626,450,642
677: 319,447,308,258,168,100
678: 340,559,278,336,494
679: 304,617,195,337,589,630
680: 355,512,695,383,290,53
681: 599,261,349,437,123,429
682: 103,610,290,236,452,383
683: 788,232,576,785,99,82,619
684: 234,534,478,356,22
685: 480,326,98,323,242
686: 44,544,632,46,332,556
687: 128,507,780,673,566,94
688: 568,305,237,448,714,301,762
689: 347,511,22,471,39,91
690: 724,483,226,7,242
691: 252,208
692: 144,24,698,8,407,722,430
693: 395,160,548,299
694: 33,313,280,185
695: 355,680,512,318,770,383
696: 706,295,110,30,749,486,649
697: 747,464,250,40,596,342
698: 323,8,92,144,692,373
699: 357,603,133,154,279,31
700: 625,385,741,394,716,77
701: 293,671,758,164,9,205
702: 454,13,644,599,349,67
703: 341,372,513
704: 84,146,52,506,227
705: 49,102,104,63
706: 295,696,333,110,776
707: 174,302,324,122,118,476
708: 481,248,648,329,171,125
709: 450,187,134,794,499,579
710: 194,669,47,775,60,502,311
711: 503,400,76,567,519,763,275
712: 270,439,225,156,241,390
713: 554,208,212,132,83
714: 749,486,212,448,688,132,301
715: 294,320,760,612,727
716: 625,385,741,700,162
717: 434,224,77,181,777,741
718: 299,93,548,223
719: 624,312,567,471,39,275
720: 572,614,528,759,539,151,220
721: 524,73,608,631,286
722: 407,380,24,692
723: 654,87,507,14,528
724: 690,274,483,92,242
725: 562,539,339,244,289
726: 78,733,595,90,421
727: 767,569,612,294,715,440
728: 410,136,70,388,284,620
729: 453,316,374,479,662,734
730: 249,56,216,388,136
731: 206,240,594,557,386,768
732: 334,15,358,263,150,637,656
733: 78,726,421
734: 668,404,662,479,729,643,520
735: 54,674,127,417
736: 229,561
737: 49,147,88
738: 57,653,379
739: 26,58,69,428,176,310
740: 551,50,453,374,298,672
741: 700,716,162,181,717,77
742: 338,404,662,298,437
743: 159,193,137,166,197
744: 172,171,396,481,42,766
745: 297,425,559,467,10,590
746: 412,174,302,255,116,80
747: 464,697,131,596,292,606
748: 556,648,190,329,43,152
749: 486,714,132,30,696
750: 419,269,152,222,332
751: 350,655,631,240,70,620
752: 623,475,251
753: 406,455,85,351,377,269
754: 63,401,104,664,185
755: 72,394,77,353,173
756: 479,268,525,426,146,520
757: 231,124,333,498,545
758: 495,293,701,571,442,9
759: 572,720,539,151,220
760: 715,320,198,616,612
761: 496,223,403,792,493,364
762: 301,428,359,305,688,26
763: 535,519,52,76,711
764: 203,361
765: 435,65,384,343,482
766: 191,42,287,744,396,431
767: 569,141,727,148,440
768: 475,557,386,731
769: 29,241,196,585,106,378
770: 452,167,383,657,38,318,695
771: 566,264,88,532,147,267
772: 499,579,39,91,275
773: 344,391,618,610,219,290
774: 18,595,421,490
775: 194,710,669,207,502
776: 706,333,110,233,462
777: 472,459,181,224,717
778: 492,488,570,322,553
779: 422,109,371,140,149,784
780: 128,687,507,35,14,385,97
781: 453,316,523,525,516
782: 214,460,470,281,412,611
783: 40,628,321,140,342,352
784: 657,149,389,318,109,779
785: 232,683,210,615,82
786: 398,279,112,215,358,495,635
787: 469,182,330,314,89,23
788: 576,683,274,619,373
789: 56,332,477,136,577,46
790: 262,118,476,265,266,204,74,581
791: 531,80,451,376,44,116
792: 496,403,761,493,364
793: 458,369,180,32,578,647,105
794: 709,626,450,134,463
