0: 238,288,150,146,298,50
6: 156,225,34,272,241,171
7: 92,242,232,161,226,274
8: 274,24,92,139,95,144,260
9: 112,293,15,68,205,263,150
10: 297,27,219,253,153,36,163
11: 198,123,294,235,277,199
12: 140,40,210,161,82
13: 67,298,50,201,117,254
14: 97,35,102,94,87,151
15: 112,9,105,215,213,68,245
16: 173,114,72,209,135,142
17: 238,288,96,158,41
18: 90,83,30,282
19: 59,180,239,257,106,217,236
20: 177,62,130,169
21: 247,60,207,189,194
22: 39,312,138,275,186,91
23: 207,182,243,306,314,28,89
24: 274,8,232,276,99,144
25: 230,63,104,313,185
26: 176,170,305,280,289,58
27: 297,10,253,278,52,268
28: 258,168,262,118,314,23,89
29: 196,106,176,310,65,145
30: 83,132,282,18,295
31: 265,154,61,44,190,80,266
32: 272,42,241,196,106,59,191
33: 313,237,280,230,127
34: 135,142,248,156,6,171
35: 97,14,94,296,114
36: 213,68,221,10,219,153
37: 92,242,139,86,98,234,312
38: 226,109,149,157,217,257,167
39: 22,312,120,297,278,275
40: 140,12,119,231,210,250
41: 211,300,158,96,17,288,261,123
42: 32,272,172,171,191,287
43: 46,222,269,152,209,135
44: 190,46,174,80,116,31
45: 255,136,64,281,188
46: 43,222,152,56,44,190,116
47: 309,228,199
48: 301,305,110,295,233,65
49: 147,88,94,63,102
50: 67,298,13,261,0,288
51: 157,165,217,233,145,239
52: 76,278,268,27,84,227,307
53: 167,290,221,86,98,163,219
54: 230,127,252
55: 256,181,267,224
56: 255,136,46,249,222,116
57: 134,186,200,126
58: 69,270,310,289,176,26
59: 19,180,106,32,191,178
60: 21,194,311,309
61: 190,172,125,133,31,154
62: 224,130,20
63: 102,104,25,49
64: 121,218,284,136,45,188
65: 233,145,176,48,305,29
66: 223,299,218,246,160
67: 298,13,50,261,198,123,254,141
68: 36,213,9,15,153,263
69: 58,270,310,220,225,196,241
70: 216,240,286,136,284
71: 95,113,260,202,271
72: 85,77,115,16,173,209,269
73: 286,121,284
74: 164,96,129,204,258,308,262
75: 265,154,279,112,293,164,129
76: 278,275,52,101,91,307
77: 115,72,162,181,224,130,173
78: 259,79,90
79: 78,259,119,90,282,124
80: 174,122,44,31,266
81: 286,251,240
82: 232,161,210,12,292
83: 30,132,208,212,18
84: 227,201,195,146,52,268
85: 115,72,111,249,269
86: 98,163,120,53,37,219
87: 151,244,185,102,104,14
88: 147,49,264,94,128
89: 194,207,23,168,28
90: 18,282,78,79
91: 101,187,22,76,275,186
92: 242,139,7,37,274,8
93: 223,299,175
94: 49,88,102,14,35
95: 71,144,8,260
96: 74,164,205,308,238,17,158,41
97: 14,35,151,114,220,156
98: 86,149,167,53,242,37
99: 276,292,232,24
100: 258,168,308,143,211,158
101: 107,187,91,137,307,76
102: 63,104,49,94,87,14
103: 213,221,245,180,178,236,290
104: 63,102,25,87,185
105: 191,178,287,285,215,245,15
106: 196,29,145,32,19,59,239
107: 101,187,137,193,166,203
108: 159,193,315,117,227,137
109: 226,38,140,157,161
110: 124,231,295,48,233,165
111: 216,206,169,85,115,249
112: 293,9,15,215,279,75
113: 234,260,138,71,200,271
114: 296,16,173,97,35,156,142
115: 85,77,72,130,169,111
116: 174,46,255,56,44
117: 108,315,227,201,13,254,179
118: 266,204,314,122,262,28
119: 259,79,124,231,250,40
120: 86,163,297,39,312
121: 64,218,284,73,229,246
122: 174,80,302,214,118,314,182
123: 11,198,235,300,41,67,261
124: 110,231,295,282,79,119
125: 172,171,248,152,61,190
126: 200,271,57
127: 252,212,54,230,33,237
128: 162,267,88,264,296
129: 74,164,265,154,75,204
130: 62,224,20,77,115,169
131: 250,303,259
132: 83,30,212,237,301
133: 285,279,172,61,154
134: 57,186,187,183,203
135: 209,34,142,248,16,43,152
136: 255,56,45,216,70,249,64,284
137: 107,101,307,193,108
138: 234,113,22,312,200,186
139: 92,37,8,234,260
140: 40,12,231,157,165,161,109
141: 184,254,67,198,148
142: 135,34,16,114,156
143: 311,168,100
144: 95,276,24,8
145: 233,65,106,29,51,239
146: 195,150,0,84,201,298
147: 49,88,264
148: 294,184,141
149: 226,38,167,242,98
150: 263,195,146,304,9,205,238,0
151: 87,289,244,97,14,270,220
152: 43,46,135,248,125,190
153: 10,253,36,68,263,304
154: 31,265,75,61,133,279,129
155: 214,160,223,243,306,175
156: 220,225,6,97,114,34,142
157: 51,165,217,140,109,38
158: 211,41,96,308,100,17
159: 193,108,315,179,197
160: 188,214,155,218,66,223
161: 232,82,140,12,226,109,7
162: 128,181,267,296,173,77
163: 86,120,53,297,10,219
164: 74,96,129,205,75,293
165: 157,51,110,231,233,140
166: 192,107,193,197
167: 236,290,53,257,149,38,98
168: 258,100,28,143,89
169: 206,111,130,20,177,115
170: 301,26,305,237,280
171: 172,125,6,34,248,272,42
172: 171,125,42,61,287,285,133
173: 296,16,114,162,77,72
174: 281,122,80,116,302,255,44
175: 189,155,93,223,243
176: 26,305,58,310,65,29
177: 20,291,206,169
178: 191,105,59,180,103,245
179: 184,254,159,315,117
180: 19,59,257,178,236,103
181: 162,267,55,224,77
182: 23,306,122,214,314
183: 134,192,203
184: 254,179,141,148,283
185: 87,244,25,104,313,280
186: 57,134,138,22,200,187,91
187: 107,101,91,134,186,203
188: 214,160,45,64,218,281,302
189: 175,207,243,21
190: 61,44,46,152,125,31
191: 105,178,287,32,42,59
192: 166,203,183
193: 159,108,107,137,166,197
194: 89,311,207,21,60
195: 150,146,304,253,268,84
196: 106,29,69,310,32,241
197: 159,193,166
198: 11,123,294,67,141
199: 277,228,47,11,235
200: 126,271,113,138,57,186
201: 84,227,146,298,13,117
202: 71,271
203: 192,134,107,187,183
204: 118,266,265,74,129,262
205: 164,96,293,9,150,238
206: 291,216,240,169,111,177
207: 23,243,189,194,89,21
208: 252,212,83
209: 135,16,72,43,269
210: 250,303,40,12,292,82
211: 300,158,228,41,308,100
212: 127,252,208,237,83,132
213: 36,103,68,221,245,15
214: 188,155,160,122,302,182,306
215: 285,279,105,245,112,15
216: 206,240,70,111,249,136
217: 157,51,19,239,257,38
218: 121,64,246,188,160,66
219: 10,290,53,36,221,86,163
220: 156,225,151,97,69,270
221: 36,103,213,290,53,219
222: 43,46,249,269,56
223: 93,66,299,155,160,175
224: 62,130,55,181,77
225: 220,156,6,69,241
226: 109,149,38,161,242,7
227: 84,201,52,307,108,117
228: 211,300,47,235,199
229: 246,121
230: 25,54,127,313,33
231: 110,124,119,140,40,165
232: 161,82,99,274,24,7
233: 65,145,48,110,51,165
234: 113,260,138,139,37,312
235: 11,123,300,228,199
236: 167,290,19,180,257,103
237: 33,280,127,212,132,170,301
238: 0,17,288,96,205,150
239: 19,145,106,51,217
240: 291,216,206,70,81,286
241: 32,272,69,225,6,196
242: 92,7,37,226,149,98
243: 207,23,306,155,175,189
244: 87,151,289,185
245: 103,213,105,178,215,15
246: 229,121,218,66
247: 21
248: 135,34,152,171,125
249: 222,269,85,216,111,136,56
250: 131,210,303,259,119,40
251: 291,81
252: 127,212,54,208
253: 27,10,153,195,304,268
254: 184,179,141,67,13,117
255: 136,56,45,174,281,116
256: 55,264,267
257: 19,180,217,38,167,236
258: 168,308,100,262,28,74
259: 78,79,119,131,250
260: 234,113,8,139,95,71
261: 67,50,288,41,123
262: 258,28,118,204,74
263: 150,304,68,9,153
264: 147,88,256,128,267
265: 31,154,75,266,204,129
266: 118,204,80,31,265
267: 162,128,181,256,55,264
268: 278,52,27,253,195,84
269: 43,249,222,85,72,209
270: 58,69,151,289,220
271: 200,126,71,113,202
272: 32,42,241,6,171
273: 292
274: 24,8,232,92,7
275: 76,278,22,39,91
276: 99,24,144
277: 199,11,294
278: 76,275,52,268,297,27,39
279: 285,133,215,154,75,112
280: 313,33,237,185,170,26
281: 174,302,255,45,188
282: 30,90,18,79,124,295
283: 159,184,179
284: 121,64,70,73,286,136
285: 133,215,279,172,105,287
286: 81,73,240,70,284
287: 191,105,42,172,285
288: 238,0,17,41,50,261
289: 151,244,26,58,270
290: 167,236,53,103,221,219
291: 206,240,177,251
292: 273,210,82,99
293: 112,9,75,164,205
294: 11,198,277,148
295: 110,124,30,282,48
296: 173,114,162,128,35
297: 27,10,163,120,39,278
298: 67,13,50,146,0,201
299: 93,66,223
300: 211,228,41,123,235
301: 48,170,305,237,132
302: 174,281,122,188,214
303: 131,210,250
304: 263,195,150,253,153
305: 176,48,170,301,26,65
306: 182,23,243,214,155
307: 101,137,76,52,227
308: 258,100,74,96,211,158
309: 47,311,60
310: 58,69,176,196,29
311: 194,143,60,309
312: 22,39,37,120,234,138
313: 33,280,25,230,185
314: 118,122,182,23,28
315: 159,108,117,179
