0: 24,27,10
6: 21,26,16,8,7
7: 9,6,16,8
8: 18,23,6,7,9
9: 13,7,18,8,17
10: 20,0,27,28
11: 17,19
12: 27,25,15,18,24
13: 9
14: 15,23
15: 18,23,14,24,12
16: 6,26,7
17: 11,18,9
18: 15,8,9,12,17
19: 25,28,11,20,22
20: 10,19,28,22
21: 6,26
22: 19,20
23: 15,8,14
24: 0,15,12,27
25: 12,19,28
26: 21,6,16
27: 12,28,0,24,10
28: 27,19,25,20,10
