0: 238,17,316,298,50,288
6: 156,390,427,34,248,272,171
7: 274,92,226,389,323,242
8: 418,326,92,373,144
9: 263,150,334,205,293,238
10: 387,36,253,219,391,425,340,297
11: 424,123,235,198,320
12: 82,210,342,352,161,422
13: 254,117,338,349,201
14: 94,35,87,151,97,220
15: 221,213,245,215,68,358
16: 296,173,209,142,419,114
17: 238,0,325,158,41,288
18: 30,354,83,421
19: 257,180,59,239,343,217
20: 62,177,169,375
21: 207,194,409,189,331,247
22: 370,347,348,312,138
23: 306,182,314,330,28,89,207
24: 232,99,276,373,144,380
25: 313,401,230
26: 170,408,280,289,244,176,305,58
27: 278,340,336,387,337,268,426
28: 168,89,23,314,258,262
29: 106,65,310,196,384
30: 18,354,282,83,132,295
31: 154,357,376,80,266,265
32: 106,343,378,196,191,59,369
33: 313,127,230,237,170,280
34: 135,248,114,142,6,156
35: 94,14,88,385,128,97,296
36: 10,153,253,219,213,391
37: 98,323,86,326,234,317
38: 318,149,167,157,371,217,257
39: 312,405,278,347,275
40: 342,250,119,372,231,321
41: 158,300,319,17,288,345
42: 191,272,427,171,396,287
43: 152,332,209,269,329,135
44: 190,376,46,152,80,116
45: 64,188,284,410,281
46: 152,332,335,56,44,116
47: 211,393,228,309,311,199,322,423
48: 301,295,359,110,233
49: 147,63,102,94,88
50: 349,298,404,288,0,261
51: 145,239,165,346,416,157
52: 307,76,400,336,84,366,227
53: 163,355,391,290,344,219
54: 127,230,417
55: 415,181
56: 136,335,222,249,46,332
57: 126,200,379,327
58: 69,310,26,289,244,270,176
59: 19,180,369,32,106,343
60: 309,311,194,409
61: 172,125,357,190,376,133
62: 224,20,375
63: 401,49,102,104
64: 45,188,284,368,121,392
65: 176,359,310,233,145,384,29
66: 246,218,395
67: 198,141,349,261,123
68: 334,358,213,15,153,263
69: 58,310,196,270,225,241,390
70: 368,286,350,240,388,136,284
71: 362,113,407,260,95
72: 269,406,377,353,419
73: 229,368,286,121
74: 360,96,129,204,265,164
75: 154,129,279,398,112,164,293
76: 275,52,400,278,336
77: 130,353,181,224,162,394
78: 341,259,90
79: 119,124,90,354,282,259
80: 174,116,122,44,376,31,266
81: 251,291,350
82: 210,12,292,161,232,99
83: 208,212,30,18,132
84: 146,366,426,336,52,227
85: 351,406,377,115,111
86: 163,355,98,37,317,120
87: 382,102,94,14,151
88: 94,35,147,264,49,128
89: 28,168,143,23,207,194
90: 421,78,259,79
91: 186,347,101,275,400,187
92: 274,7,373,323,8,326
93: 299,175,223
94: 14,88,35,49,102,87
95: 407,71
96: 74,308,360,205,164,325,158
97: 220,114,14,35,151,296
98: 323,242,37,383,86,355
99: 232,24,292,82,273,276
100: 393,363,258,308,168,319
101: 307,400,91,107,137,187
102: 382,104,87,63,49,94
