0: 453,523,636,17,629,50
6: 481,248,666,34,427,660
7: 98,690,457,621,242,685
8: 430,692,698,323,418,873
9: 636,442,758,293,701,629,205
10: 622,909,467,391,745,590,387
11: 345,429,812,847,235,661,646
12: 422,896,615,232,576,640
13: 702,349,465,338,537,644,254,454
14: 97,507,780,528,723,151
15: 215,334,358,732,560,68,583,656
16: 541,529,114,510,142,508
17: 522,629,238,0,50,288
18: 774,490,83,824,354
19: 575,257,180,904,239,59,538,217
20: 62,432,634,375,177
21: 563,331,207,247,409,502,917
22: 356,684,872,814,347,806
23: 593,207,189,839,822,89,787
24: 894,144,619,722,380,692
25: 491,313,401
26: 428,762,305,446,244,739,58
27: 650,340,898,268,630,336,426
28: 314,143,89,474,258,913,168
29: 810,769,106,482,435,196
30: 824,354,749,696,282,295
31: 357,699,531,376,154,884,265
32: 846,578,799,647,106,547,793
33: 280,230,694,170,902,675
34: 813,142,135,433,666,481,248,6
35: 128,97,780,385,802,296
36: 622,153,618,68,213,391
37: 234,478,856,480,842,883,326,823
38: 657,149,167,485,217,575
39: 567,772,91,275,914,312,719,689,893,471
40: 796,783,628,321,119,250
41: 300,363,661,522,158,504,288
42: 191,272,766,660,880,481,744,831
43: 419,152,813,209,135,329
44: 798,544,632,686,116,791,376,80
45: 64,284,533,410,460,667
46: 632,686,556,56,332,577
47: 423,489,710,669,663,311
48: 233,441,176,649,359,776,110
49: 737,705,825
50: 551,740,288,17,453,0
51: 239,346,438,165,416,850,157,605
52: 763,665,76,535,506,704,857
53: 355,680,467,290,344,163,86,425
54: 549,735,674
55: 487,830,843
56: 854,222,332,577,249,789,46
57: 738,509,200,327,379
58: 69,739,849,244,725,828,26
59: 343,538,578,647,19,180
60: 409,502,917,710,311
61: 357,603,699,125,648,190,544,376
62: 20,432,472
63: 754,401,664,552,705,104
64: 45,284,368,533,881,392,121
65: 310,435,765,892,441,820,176
66: 693,160,540,561,882
67: 569,832,123,702,599,454
68: 213,583,870,15,36,153,656
69: 739,58,849,270,439,289,310,435,196
70: 811,594,388,751,869,620,728
71: 95,911,362
72: 406,809,564,173,755,353,529
73: 524,721,286,229,860,121,246
74: 96,652,204,129,790,360,581
75: 652,436,154,521,129,635,293,671
76: 763,665,400,711,52
77: 434,755,353,717,741,394,700
78: 733,90,726,341,259
79: 124,443,90,815,877,598,545
80: 791,44,116,746,901
81: 251,291,449
82: 273,875,785,99,683,514
83: 132,713,208,515,18,354
84: 227,366,574,857,643,704
85: 753,878,115,518,111,406
86: 120,163,621,355,858,53,456
87: 654,528,723,468,906,550,382
88: 566,737,805,673,825
89: 28,314,143,787,593,23
90: 726,815,78,79,443,877,259
