0: 24,27,10
6: 21,26,16,8,7
7: 9,6,16,8
8: 18,23,6,7,9
9: 13,7,18,8,17
10: 0,27
11: 17,19
12: 25,32,15,18,24
13: 9
14: 31,33,15,23
15: 23,14,33,24,12
16: 6,26,7
17: 11,18,9,25
18: 8,9,12,25,17
19: 25,28,11,20,22
20: 19,28,22
21: 6,26,30
22: 19,20
23: 15,8,14,31
24: 0,15,12,27,32
25: 12,19,28,32,18,17
26: 21,6,29,16
27: 28,32,0,24,10
28: 27,19,25,32,20
29: 26
30: 21
31: 14,23
32: 12,27,25,28,24
33: 14,15
