0: 636,629,17,453,523,50
6: 427,666,660,433,481,34,248,42
7: 226,242,621,457,690,98
8: 323,698,418,144,692,430
9: 636,442,629,293,701,571,205
10: 467,391,387,622,745,590
11: 424,646,198,123,235,345,429
12: 342,615,352,422,161,640
13: 702,644,338,599,349,537,465
14: 507,35,723,528,151,97
15: 215,334,358,732,656,68,583,637
16: 541,529,114,510,142,508
17: 522,238,0,629,50,288
18: 354,83,421,490
19: 575,217,257,239,59,538,180
20: 62,177,375,432,634
21: 247,331,502,207,563,409
22: 478,597,684,138,356,347,370
23: 28,89,469,314,189,330,207,593
24: 144,692,99,619,276,380,722
25: 552,401,491,313
26: 739,58,446,408,244,305,428
27: 340,337,650,268,630,336,426
28: 23,89,168,314,474,258
29: 241,196,585,435,482,106,378
30: 132,749,354,83,282,696
31: 265,266,357,531,521,154
32: 106,578,378,647,547,369,105
33: 675,230,694,170,280
34: 481,248,433,142,135,6,666
35: 128,687,507,14,385,97,296
36: 153,622,618,68,213,391
37: 480,326,456,317,234,478,348
38: 657,149,485,575,217,167
39: 312,567,719,471,689,91,275
40: 250,119,697,628,321,342,352
41: 504,288,522,363,158,300,661
42: 191,272,287,6,660,481,172,171,396,744
43: 419,604,209,135,152,329,748
44: 335,632,686,544,80,116,376
45: 64,284,410,667,533,460
46: 577,632,686,56,332,556
47: 710,311,669,663,489,423
48: 441,233,649,359,110
49: 705,737,102,673
50: 551,288,0,17,453,740,374
51: 239,346,438,165,462,416,605,157
52: 535,506,704,665,76,227
53: 467,344,425,290,355,680,163
54: 735,674,549
55: 487,459,415,530
56: 249,222,730,332,477,136,577,46
57: 379,327,509,200,738
58: 26,739,69,244,289,310
59: 343,538,578,647,19,180
60: 409,502,710,311,309
61: 357,603,544,190,648,125,376
62: 20,472,432
63: 552,401,705,104
64: 392,121,368,284,45,533
65: 176,310,435,145,441,384
66: 160,587,561,540
67: 569,141,599,198,123,702,454
68: 221,213,583,15,656,36,153
69: 739,58,270,289,439,310,196
70: 240,594,388,350,728,620
71: 362,461,95,407,260,600
72: 406,353,455,564,529,173
73: 229,246,286,524,721,121
74: 96,652,164,265,204,129,581,360
75: 635,671,436,521,129,652
76: 665,400,711,535,519,52
77: 434,717,741,394,700,353
78: 726,733,90,341,259
79: 598,259,545,90,443,124
